County,State,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,total_cases
Terrell County,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
Terry County,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Throckmorton County,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Titus County,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Tom Green County,Texas,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.0
Travis County,Texas,7.0,38.0,12.0,27.0,17.0,2.0,2.0,8.0,8.0,4.0,9.0,3.0,6.0,4.0,4.0,5.0,4.0,5.0,0.0,0.0,4.0,1.0,1,171.0
Trinity County,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
Tyler County,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Upshur County,Texas,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0
Upton County,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Uvalde County,Texas,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
Val Verde County,Texas,0.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.0
Van Zandt County,Texas,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.0
Victoria County,Texas,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0
Walker County,Texas,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,4.0
Waller County,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0
Ward County,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Washington County,Texas,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,4.0
Webb County,Texas,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0,9.0
Wharton County,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
Wheeler County,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
Wichita County,Texas,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0
Wilbarger County,Texas,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
Willacy County,Texas,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
Williamson County,Texas,0.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2,26.0
Wilson County,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2.0
Winkler County,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0
Wise County,Texas,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0
Wood County,Texas,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0
Yoakum County,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Young County,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Zapata County,Texas,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0
Zavala County,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Beaver County,Utah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Box Elder County,Utah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Cache County,Utah,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0,9.0
Carbon County,Utah,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
Daggett County,Utah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Davis County,Utah,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,2.0,6.0,1.0,4.0,0.0,0.0,1.0,3,27.0
Duchesne County,Utah,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
Emery County,Utah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
Garfield County,Utah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Grand County,Utah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,2.0
Iron County,Utah,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,2.0
Juab County,Utah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0
Kane County,Utah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Millard County,Utah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Morgan County,Utah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Piute County,Utah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Rich County,Utah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Salt Lake County,Utah,0.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,5.0,0.0,2.0,1.0,8.0,4.0,3.0,10.0,7.0,14.0,8.0,7.0,12.0,10.0,9,108.0
San Juan County,Utah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Sanpete County,Utah,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0
Sevier County,Utah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Summit County,Utah,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,0.0,0.0,0,20.0
Tooele County,Utah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,2.0
Uintah County,Utah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0
Utah County,Utah,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2,37.0
Wasatch County,Utah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
Washington County,Utah,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,1.0,0,12.0
Wayne County,Utah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Weber County,Utah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5.0
Addison County,Vermont,0.0,1.0,1.0,4.0,8.0,7.0,8.0,27.0,38.0,22.0,44.0,29.0,57.0,42.0,43.0,54.0,91.0,31.0,80.0,4.0,4.0,103.0,128,826.0
Bennington County,Vermont,2.0,7.0,8.0,15.0,22.0,47.0,50.0,124.0,104.0,91.0,174.0,128.0,168.0,108.0,144.0,107.0,140.0,79.0,83.0,8.0,1.0,124.0,149,1883.0
Caledonia County,Vermont,0.0,2.0,0.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,3.0,6.0,7.0,7.0,6.0,13.0,13.0,10.0,22.0,0.0,3.0,40.0,69,214.0
Chittenden County,Vermont,5.0,7.0,9.0,8.0,4.0,11.0,13.0,40.0,39.0,31.0,56.0,68.0,104.0,60.0,72.0,92.0,184.0,95.0,207.0,14.0,22.0,274.0,296,1711.0
Essex County,Vermont,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,5.0,6,21.0
Franklin County,Vermont,1.0,0.0,1.0,2.0,0.0,0.0,2.0,4.0,2.0,6.0,8.0,12.0,13.0,15.0,13.0,23.0,43.0,22.0,45.0,5.0,11.0,62.0,71,361.0
Grand Isle County,Vermont,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,1.0,5.0,5.0,8.0,9.0,9.0,11.0,14.0,11.0,26.0,0.0,6.0,19.0,19,152.0
Lamoille County,Vermont,1.0,1.0,2.0,0.0,0.0,0.0,4.0,4.0,2.0,4.0,5.0,3.0,7.0,9.0,7.0,12.0,20.0,6.0,21.0,0.0,0.0,33.0,34,175.0
Orange County,Vermont,2.0,3.0,2.0,3.0,0.0,3.0,2.0,10.0,11.0,9.0,17.0,19.0,34.0,28.0,26.0,39.0,23.0,16.0,40.0,0.0,11.0,80.0,77,455.0
Orleans County,Vermont,0.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,2.0,4.0,4.0,1.0,0.0,0.0,2.0,11.0,19,65.0
Rutland County,Vermont,4.0,3.0,2.0,2.0,3.0,12.0,16.0,61.0,75.0,73.0,116.0,98.0,178.0,100.0,140.0,116.0,204.0,110.0,184.0,8.0,2.0,121.0,51,1679.0
Washington County,Vermont,1.0,3.0,6.0,4.0,2.0,2.0,6.0,9.0,12.0,7.0,15.0,12.0,11.0,23.0,20.0,32.0,60.0,36.0,62.0,5.0,21.0,113.0,117,579.0
Windham County,Vermont,1.0,3.0,7.0,5.0,9.0,16.0,22.0,75.0,68.0,58.0,85.0,69.0,113.0,83.0,107.0,95.0,124.0,78.0,133.0,8.0,25.0,116.0,180,1480.0
Windsor County,Vermont,1.0,5.0,3.0,5.0,4.0,4.0,11.0,39.0,49.0,51.0,93.0,71.0,185.0,113.0,121.0,144.0,166.0,79.0,161.0,7.0,7.0,211.0,229,1759.0
Accomack County,Virginia,4.0,5.0,10.0,31.0,10.0,1.0,12.0,17.0,9.0,3.0,4.0,7.0,7.0,3.0,6.0,5.0,7.0,1.0,1.0,4.0,0.0,6.0,11,164.0
Albemarle County,Virginia,4.0,7.0,4.0,8.0,0.0,4.0,3.0,16.0,26.0,43.0,43.0,31.0,30.0,32.0,37.0,25.0,42.0,22.0,20.0,15.0,23.0,23.0,25,483.0
Alleghany County,Virginia,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,2.0,1,12.0
Amelia County,Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,4,17.0
Amherst County,Virginia,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,6.0,13.0,5.0,4.0,9.0,4.0,4.0,2.0,7.0,0.0,0.0,3.0,4,69.0
Appomattox County,Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2,17.0
Arlington County,Virginia,2.0,3.0,8.0,7.0,16.0,11.0,30.0,33.0,31.0,16.0,21.0,10.0,34.0,28.0,24.0,5.0,1.0,10.0,12.0,16.0,24.0,38.0,27,407.0
Augusta County,Virginia,0.0,0.0,1.0,1.0,0.0,0.0,5.0,9.0,15.0,35.0,35.0,25.0,17.0,27.0,43.0,14.0,50.0,39.0,25.0,28.0,6.0,23.0,19,417.0
Bath County,Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,1.0,1.0,6.0,14,29.0
Bedford County,Virginia,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,5.0,11.0,19.0,10.0,5.0,10.0,14.0,6.0,5.0,22.0,2.0,13.0,8.0,7,145.0
Bland County,Virginia,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,7.0,5,21.0
Botetourt County,Virginia,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,4.0,1.0,3.0,12.0,1.0,2.0,5.0,8,45.0
Brunswick County,Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,5.0
Buchanan County,Virginia,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,5.0
Buckingham County,Virginia,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2,17.0
Campbell County,Virginia,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,9.0,5.0,2.0,2.0,5.0,3.0,1.0,2.0,10.0,0.0,2.0,3.0,3,56.0
Caroline County,Virginia,1.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,2.0,2.0,5.0,3.0,7.0,5.0,2.0,4.0,3.0,1.0,0.0,3.0,3,51.0
Carroll County,Virginia,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,8.0,20.0,31.0,35.0,31.0,78.0,44.0,34.0,3.0,9.0,50.0,69,417.0
Charles City County,Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3,9.0
Charlotte County,Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,6,13.0
Chesterfield County,Virginia,3.0,4.0,4.0,1.0,4.0,2.0,10.0,16.0,15.0,6.0,14.0,13.0,18.0,18.0,18.0,22.0,20.0,6.0,12.0,0.0,0.0,5.0,35,246.0
Clarke County,Virginia,1.0,0.0,1.0,1.0,0.0,6.0,11.0,14.0,9.0,22.0,17.0,8.0,12.0,9.0,9.0,14.0,9.0,11.0,8.0,5.0,10.0,10.0,11,198.0
Craig County,Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,3.0,4,13.0
Culpeper County,Virginia,0.0,0.0,0.0,0.0,4.0,6.0,12.0,6.0,9.0,11.0,9.0,16.0,9.0,6.0,10.0,4.0,14.0,23.0,12.0,3.0,4.0,1.0,23,182.0
Cumberland County,Virginia,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1,10.0
Dickenson County,Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2.0
Dinwiddie County,Virginia,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,5.0,0.0,1.0,0.0,1.0,1.0,2,22.0
Essex County,Virginia,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,8.0
Fairfax County,Virginia,37.0,69.0,3.0,1.0,10.0,102.0,209.0,190.0,232.0,203.0,126.0,148.0,243.0,274.0,191.0,208.0,175.0,118.0,113.0,84.0,96.0,132.0,134,3098.0
Fauquier County,Virginia,2.0,3.0,8.0,3.0,25.0,8.0,40.0,38.0,22.0,21.0,17.0,29.0,27.0,23.0,29.0,19.0,31.0,38.0,32.0,15.0,9.0,26.0,63,528.0
Floyd County,Virginia,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,11.0,14.0,8.0,33.0,50.0,47.0,53.0,73.0,52.0,34.0,32.0,6.0,2.0,66.0,60,548.0
Fluvanna County,Virginia,1.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,5.0,2.0,2.0,3.0,7.0,8.0,3.0,11.0,8.0,1.0,12.0,0.0,2.0,4.0,1,76.0
Franklin County,Virginia,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,5.0,13,38.0
Frederick County,Virginia,1.0,2.0,2.0,0.0,0.0,3.0,39.0,51.0,16.0,77.0,44.0,58.0,33.0,30.0,37.0,38.0,56.0,38.0,42.0,19.0,16.0,63.0,51,716.0
Giles County,Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0,6.0,16.0,12.0,20.0,11.0,16.0,7.0,4.0,10.0,11.0,20,146.0
Gloucester County,Virginia,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,3.0,0.0,2.0,0.0,0.0,1.0,0,16.0
Goochland County,Virginia,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,4,26.0
Grayson County,Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,8.0,13.0,12.0,21.0,23.0,10.0,0.0,3.0,43.0,43,186.0
Greene County,Virginia,0.0,3.0,0.0,0.0,1.0,0.0,1.0,4.0,8.0,10.0,6.0,7.0,7.0,7.0,11.0,9.0,6.0,9.0,7.0,3.0,4.0,3.0,3,109.0
Greensville County,Virginia,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0
Halifax County,Virginia,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5,9.0
Hanover County,Virginia,3.0,0.0,1.0,2.0,2.0,0.0,3.0,2.0,8.0,5.0,6.0,1.0,6.0,3.0,1.0,3.0,8.0,0.0,1.0,1.0,0.0,4.0,16,76.0
Henrico County,Virginia,0.0,2.0,3.0,3.0,2.0,1.0,9.0,4.0,5.0,9.0,6.0,15.0,19.0,5.0,10.0,9.0,12.0,7.0,4.0,3.0,4.0,14.0,19,165.0
Henry County,Virginia,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,0.0,1.0,4.0,7,39.0
Highland County,Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,6.0,12,24.0
Isle of Wight County,Virginia,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1,11.0
James City County,Virginia,0.0,0.0,3.0,1.0,0.0,1.0,6.0,4.0,6.0,8.0,4.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,7.0,3.0,3,57.0
King and Queen County,Virginia,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,4.0
King George County,Virginia,1.0,1.0,1.0,1.0,5.0,3.0,8.0,6.0,0.0,3.0,6.0,6.0,5.0,6.0,8.0,5.0,7.0,2.0,9.0,3.0,4.0,2.0,4,96.0
King William County,Virginia,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,8.0
Lancaster County,Virginia,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,14.0
Lee County,Virginia,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,3.0
Loudoun County,Virginia,55.0,65.0,65.0,72.0,106.0,109.0,290.0,230.0,201.0,221.0,261.0,219.0,167.0,193.0,194.0,170.0,218.0,136.0,161.0,111.0,128.0,83.0,98,3553.0
Louisa County,Virginia,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,4.0,9.0,4.0,5.0,7.0,9.0,6.0,7.0,7.0,5.0,1.0,4.0,11.0,7,91.0
Lunenburg County,Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2,10.0
Madison County,Virginia,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,4.0,8.0,6.0,5.0,5.0,8.0,4.0,4.0,3.0,1.0,0.0,4.0,7,64.0
Mathews County,Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,5.0
